,track_popularity,duration_ms
4365,48,315040
4366,47,251427
4367,55,220227
4368,40,260625
4369,48,212387
4370,60,274429
4371,31,222385
4372,13,229827
4373,49,149062
4374,42,302106
4375,39,170630
4376,0,298800
4377,26,206841
4378,58,189375
4379,51,210400
4380,70,249520
4381,42,256960
4382,0,74107
4383,64,208186
4384,72,214227
4385,46,222573
4386,67,202876
4387,39,217000
4388,0,250627
4389,0,279692
4390,59,200465
4391,55,219163
4392,53,216000
4393,21,270289
4394,2,215307
4395,4,216640
4396,16,167600
4397,13,214827
4398,54,256552
4399,50,165469
4400,43,163808
4401,77,231907
4402,49,172163
4403,41,267000
4404,6,302173
4405,60,186839
4406,50,182535
4407,63,251467
4408,74,210840
4409,62,208235
4410,50,172706
4411,49,142222
4412,61,297707
4413,15,239317
4414,26,194664
4415,34,178173
4416,43,310396
4417,47,236786
4418,0,213750
4419,50,137384
4420,10,234693
4421,52,179958
4422,37,188187
4423,47,199213
4424,45,194147
4425,21,192805
4426,7,351507
4427,1,224467
4428,0,231307
4429,29,194601
4430,49,234485
4431,85,190920
4432,0,245492
4433,56,312907
4434,0,225080
4435,0,216427
4436,27,261360
4437,45,203184
4438,72,254805
4439,0,294800
4440,0,210627
4441,0,376895
4442,0,202778
4443,38,279293
4444,41,82105
4445,0,269360
4446,68,225096
4447,27,189987
4448,65,205569
4449,0,249600
4450,2,214582
4451,77,219160
4452,0,241480
4453,31,198261
4454,25,277827
4455,63,363680
4456,75,177466
4457,0,181093
4458,46,218387
4459,28,315960
4460,0,202266
4461,18,291360
4462,45,235749
4463,1,177299
4464,53,216933
4465,34,195429
4466,61,513000
4467,50,166560
4468,64,267267
4469,66,175447
4470,51,192633
4471,47,214667
4472,2,179792
4473,10,199656
4474,28,243280
4475,0,225231
4476,25,212160
4477,15,224840
4478,57,226875
4479,34,213402
4480,0,215667
4481,60,198442
4482,23,216733
4483,47,254918
4484,72,198332
4485,42,200730
4486,0,277293
4487,40,159467
4488,60,219107
4489,62,267200
4490,0,301721
4491,30,258547
4492,16,334744
4493,77,262693
4494,63,217566
4495,43,180173
4496,55,263173
4497,85,189487
4498,83,197437
4499,0,289187
4500,74,237547
4501,51,226160
4502,56,205049
4503,0,220173
4504,61,163621
4505,55,215667
4506,63,232733
4507,15,195613
4508,57,267680
4509,66,451320
4510,54,247426
4511,57,177851
4512,41,218827
4513,18,362840
4514,57,195122
4515,60,184000
4516,0,265227
4517,47,277667
4518,0,193548
4519,79,229426
4520,33,184402
4521,75,193377
4522,69,206200
4523,70,209587
4524,45,211333
4525,61,201587
4526,32,227893
4527,29,225722
4528,55,274118
4529,1,170171
4530,60,202887
4531,37,205480
4532,45,289443
4533,19,232013
4534,16,267480
4535,0,315600
4536,0,191400
4537,8,213107
4538,52,241147
4539,67,115000
4540,0,196933
4541,55,191373
4542,45,284187
4543,65,261103
4544,55,233147
4545,37,280867
4546,78,212459
4547,21,184027
4548,42,179133
4549,58,179093
4550,56,215430
4551,0,265267
4552,0,231786
4553,2,187720
4554,1,265187
4555,58,215760
4556,48,198800
4557,22,175693
4558,19,131248
4559,38,187273
4560,0,206106
4561,63,136800
4562,5,148837
4563,52,268382
4564,55,269173
4565,2,389333
4566,78,231173
4567,71,206920
4568,62,187867
4569,28,222173
4570,26,268893
4571,35,322841
4572,40,199053
4573,35,204614
4574,1,190907
4575,47,286333
4576,28,287093
4577,71,180840
4578,44,244181
4579,44,232302
4580,0,245400
4581,46,219920
4582,48,146455
4583,67,253333
4584,40,208930
4585,0,214960
4586,37,228730
4587,77,183797
4588,6,238560
4589,35,176907
4590,36,303773
4591,0,272227
4592,33,201507
4593,51,195112
4594,87,304733
4595,37,184521
4596,50,204946
4597,60,243298
4598,64,235560
4599,0,503360
4600,1,215200
4601,60,218173
4602,61,224907
4603,0,224627
4604,53,158897
4605,45,202359
4606,44,202560
4607,1,177994
4608,76,166406
4609,54,262317
4610,22,288560
4611,0,176740
4612,7,299613
4613,34,240027
4614,19,185000
4615,58,230507
4616,62,205267
4617,26,218013
4618,28,352187
4619,82,183907
4620,53,180190
4621,20,173987
4622,8,259197
4623,67,223747
4624,68,168406
4625,78,209829
4626,62,399013
4627,65,238298
4628,42,319093
4629,18,183840
4630,29,270440
4631,63,202587
4632,67,216284
4633,57,216320
4634,31,404733
4635,47,202500
4636,53,307773
4637,44,214067
4638,0,197507
4639,69,177973
4640,6,162081
4641,32,226333
4642,59,153787
4643,3,229800
4644,27,209394
4645,0,252560
4646,50,189509
4647,49,254293
4648,52,222427
4649,47,275987
4650,2,187500
4651,2,181322
4652,40,201006
4653,0,248973
4654,69,196093
4655,1,503067
4656,39,215320
4657,50,326120
4658,29,291707
4659,57,243240
4660,69,198286
4661,68,233061
4662,25,250200
4663,71,216533
4664,56,282640
4665,49,186642
4666,21,218347
4667,61,244959
4668,6,277014
4669,53,234733
4670,69,408173
4671,60,215267
4672,58,150947
4673,76,197299
4674,35,308971
4675,47,240813
4676,44,162104
4677,65,257333
4678,67,266307
4679,59,178067
4680,15,190678
4681,26,189535
4682,0,230000
4683,0,206653
4684,17,244493
4685,0,221360
4686,37,224679
4687,5,238816
4688,70,176616
4689,75,214634
4690,31,244200
4691,71,342680
4692,57,199110
4693,38,277896
4694,31,206178
4695,61,228067
4696,39,299440
4697,66,225147
4698,2,377093
4699,54,283787
4700,77,175230
4701,85,187147
4702,54,212000
4703,40,200940
4704,64,198587
4705,28,205600
4706,1,387669
4707,75,190747
4708,57,218693
4709,0,158373
4710,38,204375
4711,59,210627
4712,18,180943
4713,4,271293
4714,61,169206
4715,18,219667
4716,55,267153
4717,26,289373
4718,67,170173
4719,83,173987
4720,43,257693
4721,0,241849
4722,34,199533
4723,1,226859
4724,53,226187
4725,77,192453
4726,88,240133
4727,73,394400
4728,38,281467
4729,0,182587
4730,14,224493
4731,42,237160
4732,67,316733
4733,43,304733
4734,3,243422
4735,52,154226
4736,71,163636
4737,30,249200
4738,51,303293
4739,60,134040
4740,25,223720
4741,30,230039
4742,61,198533
4743,1,206187
4744,40,202719
4745,21,280200
4746,54,273267
4747,1,154403
4748,61,234640
4749,37,333811
4750,0,210559
4751,44,325600
4752,66,180800
4753,3,264413
4754,8,175000
4755,45,223387
4756,34,328560
4757,0,301159
4758,2,327040
4759,69,190430
4760,42,194641
4761,57,168000
4762,10,204240
4763,12,205520
4764,18,325019
4765,35,204490
4766,0,253507
4767,62,171333
4768,4,184227
4769,26,253142
4770,68,252520
4771,0,147750
4772,61,151375
4773,61,185806
4774,76,193400
4775,70,237027
4776,66,200693
4777,51,222400
4778,57,177601
4779,62,223256
4780,54,263493
4781,23,270467
4782,0,209565
4783,36,330938
4784,18,161600
4785,45,206333
4786,76,141600
4787,52,197507
4788,51,228667
4789,0,221227
4790,1,180387
4791,69,246327
4792,45,190912
4793,34,384107
4794,53,395373
4795,66,222857
4796,57,284493
4797,8,226400
4798,40,203640
4799,49,288288
4800,59,169385
4801,51,201307
4802,62,252240
4803,20,180622
4804,71,238720
4805,43,264467
4806,30,199718
4807,35,234380
4808,55,276000
4809,39,230801
4810,4,179940
4811,38,169500
4812,17,238747
4813,98,215280
4814,75,96064
4815,61,450333
4816,43,174160
4817,64,113347
4818,64,203200
4819,0,198750
4820,14,121348
4821,4,189893
4822,27,208053
4823,70,245680
4824,4,239733
4825,79,163216
4826,52,239280
4827,1,310667
4828,47,196640
4829,3,301533
4830,0,332307
4831,10,291893
4832,38,161800
4833,70,205093
4834,76,229720
4835,53,238049
4836,0,207810
4837,48,203853
4838,75,298760
4839,51,156632
4840,63,237093
4841,0,181081
4842,57,235493
4843,33,237430
4844,48,255227
4845,36,170948
4846,57,237422
4847,59,144000
4848,75,299613
4849,3,204788
4850,77,212640
4851,33,332627
4852,44,178467
4853,58,310520
4854,28,516760
4855,54,159154
4856,44,325373
4857,32,190984
4858,33,226118
4859,57,266942
4860,41,389427
4861,54,168200
4862,67,177787
4863,2,269973
4864,0,220653
4865,56,252933
4866,0,286511
4867,0,143827
4868,33,269933
4869,57,234413
4870,80,213520
4871,87,181027
4872,59,217500
4873,52,211736
4874,57,193707
4875,56,243493
4876,73,156533
4877,58,233200
4878,0,262053
4879,36,179232
4880,55,303667
4881,59,214831
4882,62,227741
4883,83,295893
4884,73,231964
4885,60,203310
4886,79,158480
4887,66,131674
4888,59,224027
4889,26,405493
4890,65,196615
4891,15,228533
4892,61,306560
4893,60,218947
4894,72,285014
4895,1,228827
4896,80,195707
4897,44,290373
4898,54,257600
4899,33,229600
4900,0,280205
4901,79,324467
4902,8,167200
4903,10,272560
4904,43,136061
4905,55,174253
4906,79,180147
4907,44,205560
4908,72,247493
4909,65,238476
4910,53,263547
4911,7,225373
4912,0,196875
4913,75,206533
4914,66,234764
4915,45,191087
4916,41,189694
4917,0,284507
4918,0,227727
4919,61,225373
4920,46,222462
4921,23,197565
4922,45,284067
4923,36,361107
4924,8,102133
4925,51,221400
4926,57,305707
4927,33,169787
4928,35,170256
4929,65,143133
4930,20,220733
4931,57,231194
4932,71,212560
4933,45,251373
4934,26,277133
4935,81,195307
4936,73,274133
4937,30,202280
4938,33,87120
4939,0,291333
4940,60,218307
4941,29,251587
4942,59,228933
4943,0,154667
4944,26,257627
4945,0,284933
4946,57,192632
4947,25,252000
4948,65,174893
4949,0,234920
4950,88,176840
4951,58,183320
4952,17,216600
4953,47,184893
4954,28,206686
4955,15,270133
4956,47,292840
4957,46,245538
4958,12,177267
4959,67,241667
4960,59,312360
4961,60,211888
4962,2,163256
4963,0,241387
4964,0,177828
4965,44,208589
4966,34,257267
4967,42,86210
4968,24,224213
4969,26,274080
4970,24,245501
4971,1,263707
4972,35,259453
4973,87,187436
4974,52,397773
4975,14,190820
4976,5,245294
4977,33,292500
4978,3,210938
4979,3,200480
4980,47,140164
4981,65,257960
4982,57,278533
4983,0,214627
4984,42,181800
4985,55,201745
4986,66,276293
4987,67,214400
4988,52,209079
4989,61,145893
4990,65,203653
4991,29,201804
4992,68,219948
4993,5,231600
4994,53,210937
4995,61,172500
4996,24,211996
4997,44,271600
4998,77,158049
4999,16,170573
5000,45,227173
5001,26,239440
5002,60,237467
5003,32,207280
5004,0,222773
5005,36,161280
5006,3,183026
5007,48,175000
5008,28,238333
5009,35,293107
5010,55,165015
5011,67,140856
5012,68,249147
5013,81,198320
5014,56,277200
5015,68,190186
5016,12,252480
5017,58,302333
5018,40,202160
5019,37,343400
5020,59,201862
5021,77,204887
5022,52,234760
5023,31,156400
5024,60,169413
5025,76,218808
5026,38,222027
5027,0,282357
5028,62,211933
5029,53,312000
5030,21,182600
5031,71,247867
5032,0,396408
5033,66,169727
5034,40,216386
5035,79,236216
5036,67,236296
5037,66,195107
5038,0,244211
5039,1,262853
5040,44,178533
5041,52,241573
5042,56,192653
5043,38,199709
5044,1,338733
5045,19,325400
5046,63,193734
5047,57,238200
5048,73,197987
5049,1,180787
5050,38,292147
5051,0,164315
5052,65,234400
5053,0,303107
5054,30,161719
5055,66,198237
5056,27,224418
5057,48,236667
5058,79,217467
5059,56,219453
5060,77,211667
5061,0,291760
5062,0,264800
5063,63,188174
5064,35,197600
5065,45,202440
5066,43,255216
5067,48,173667
5068,44,214040
5069,59,247505
5070,44,254840
5071,43,173120
5072,6,165040
5073,71,192560
5074,92,239836
5075,47,288333
5076,0,254707
5077,56,212308
5078,65,218333
5079,60,259600
5080,0,196667
5081,61,281453
5082,72,288087
5083,0,178093
5084,63,238480
5085,40,353853
5086,1,229966
5087,54,227880
5088,40,282800
5089,46,194495
5090,61,245933
5091,25,135507
5092,66,173785
5093,54,213227
5094,54,176944
5095,5,195853
5096,55,260840
5097,58,243773
5098,2,229827
5099,61,163340
5100,12,210000
5101,73,176125
5102,33,183600
5103,0,196293
5104,39,188987
5105,50,204728
5106,3,334333
5107,3,260867
5108,57,150000
5109,70,172500
5110,56,152553
5111,26,225853
5112,13,249693
5113,0,201187
5114,33,246240
5115,45,146390
5116,63,170400
5117,5,210453
5118,78,157929
5119,48,171562
5120,67,278067
5121,69,169760
5122,56,158091
5123,37,187333
5124,24,280000
5125,78,254453
5126,57,196204
5127,60,308800
5128,65,186240
5129,39,204480
5130,65,265107
5131,58,215067
5132,72,134253
5133,54,185933
5134,70,272133
5135,57,248544
5136,11,382297
5137,56,233400
5138,27,337500
5139,60,209533
5140,46,177102
5141,41,127400
5142,58,196044
5143,75,198773
5144,66,181844
5145,48,167413
5146,52,179125
5147,68,226067
5148,23,291360
5149,42,170693
5150,15,218440
5151,67,236880
5152,5,268867
5153,44,210787
5154,73,258133
5155,40,154933
5156,49,172146
5157,70,204013
5158,62,188703
5159,36,256520
5160,28,237387
5161,57,231480
5162,51,222733
5163,35,186885
5164,70,270373
5165,55,254641
5166,33,236547
5167,46,383347
5168,76,227960
5169,75,222732
5170,68,224253
5171,39,228160
5172,50,179600
5173,58,217737
5174,70,245440
5175,30,296000
5176,35,299000
5177,61,247829
5178,44,315121
5179,7,212120
5180,55,167079
5181,71,172559
5182,76,240800
5183,53,242064
5184,4,140973
5185,0,261982
5186,58,184376
5187,67,189344
5188,25,174261
5189,57,294000
5190,55,169506
5191,67,211440
5192,0,254467
5193,59,236520
5194,38,296066
5195,47,215827
5196,25,225000
5197,60,215040
5198,66,244062
5199,55,187587
5200,64,127613
5201,64,230720
5202,43,226907
5203,48,190673
5204,63,173960
5205,64,204591
5206,53,189280
5207,66,204474
5208,67,209386
5209,42,200987
5210,53,213531
5211,64,242507
5212,3,219467
5213,62,159753
5214,74,162173
5215,46,200394
5216,66,227707
5217,38,188575
5218,78,316000
5219,43,234013
5220,42,204942
5221,98,189486
5222,59,253933
5223,24,228707
5224,83,254413
5225,58,296267
5226,0,184640
5227,77,296200
5228,74,151067
5229,49,176609
5230,0,291480
5231,12,250000
5232,60,192480
5233,4,204772
5234,51,223827
5235,39,271400
5236,51,261707
5237,59,192973
5238,48,197500
5239,31,271106
5240,5,230635
5241,65,230426
5242,83,186987
5243,22,275773
5244,56,409000
5245,1,406200
5246,59,229945
5247,50,202934
5248,43,199512
5249,77,153800
5250,77,229360
5251,74,236615
5252,41,182827
5253,54,126224
5254,8,220573
5255,75,231013
5256,46,219387
5257,53,217387
5258,72,179120
5259,33,267790
5260,77,200627
5261,51,131350
5262,0,141400
5263,0,251173
5264,23,193200
5265,0,307772
5266,0,197680
5267,1,245200
5268,56,79200
5269,4,158867
5270,30,327093
5271,85,157600
5272,0,223200
5273,1,258213
5274,53,257836
5275,62,161178
5276,62,234027
5277,0,263267
5278,9,210853
5279,49,191773
5280,73,228133
5281,69,356733
5282,49,178125
5283,0,207965
5284,69,211150
5285,65,152480
5286,60,301600
5287,59,275920
5288,57,197040
5289,0,234988
5290,10,232760
5291,10,213427
5292,30,450907
5293,64,182827
5294,40,185443
5295,50,253733
5296,20,196937
5297,50,289373
5298,39,226773
5299,28,243613
5300,60,227480
5301,33,490840
5302,0,273760
5303,47,187360
5304,10,273160
5305,33,271867
5306,70,171093
5307,2,223120
5308,57,253680
5309,28,202933
5310,13,336000
5311,1,382093
5312,26,206827
5313,66,218947
5314,0,200307
5315,0,154186
5316,33,318680
5317,12,223920
5318,0,388440
5319,35,229733
5320,69,253733
5321,33,183185
5322,64,156667
5323,72,175173
5324,49,177415
5325,0,215613
5326,77,202613
5327,0,230867
5328,64,195833
5329,9,209737
5330,69,213000
5331,51,204057
5332,75,337560
5333,76,260253
5334,11,158160
5335,41,206907
5336,35,211372
5337,0,281053
5338,52,187630
5339,32,214160
5340,27,214920
5341,56,232493
5342,11,225360
5343,53,223915
5344,77,188174
5345,0,261427
5346,14,205597
5347,67,183853
5348,73,183414
5349,59,202107
5350,7,78800
5351,51,188852
5352,15,346460
5353,6,198968
5354,30,254678
5355,55,296308
5356,44,263507
5357,45,213240
5358,43,221685
5359,60,176688
5360,68,169535
5361,33,249960
5362,34,325560
5363,31,210858
5364,63,215000
5365,62,214200
5366,54,231307
5367,11,223507
5368,37,188962
5369,65,231573
5370,0,272280
5371,53,245784
5372,7,396440
5373,77,158800
5374,73,231933
5375,67,326983
5376,58,247933
5377,5,495187
5378,52,220400
5379,50,447160
5380,32,175312
5381,70,250837
5382,44,197053
5383,59,262947
5384,28,243565
5385,2,217400
5386,1,240893
5387,0,242693
5388,65,184507
5389,46,275067
5390,61,219427
5391,6,188000
5392,64,169500
5393,38,229160
5394,60,236867
5395,2,167624
5396,62,253107
5397,41,174375
5398,61,206394
5399,68,151562
5400,75,193788
5401,47,255160
5402,42,185883
5403,4,236987
5404,34,204522
5405,59,192133
5406,52,210628
5407,0,389333
5408,52,207133
5409,62,190868
5410,0,259760
5411,80,210240
5412,78,190185
5413,51,250081
5414,49,203000
5415,8,151219
5416,75,258411
5417,57,216187
5418,43,215107
5419,1,262467
5420,89,214290
5421,59,202227
5422,68,208073
5423,41,248533
5424,31,227493
5425,76,245387
5426,0,248200
5427,49,204898
5428,36,252933
5429,35,198400
5430,66,227360
5431,47,248493
5432,53,193720
5433,58,234040
5434,12,244267
5435,54,237533
5436,33,232200
5437,0,231053
5438,43,264303
5439,14,195476
5440,18,275707
5441,57,218667
5442,63,201867
5443,51,246447
5444,67,236013
5445,15,179405
5446,43,199907
5447,0,190640
5448,12,204262
5449,62,195467
5450,56,218178
5451,57,318987
5452,69,253947
5453,44,294000
5454,65,257120
5455,45,229733
5456,63,250493
5457,48,270574
5458,34,199428
5459,73,155267
5460,73,210627
5461,91,198913
5462,74,274747
5463,20,259291
5464,69,271813
5465,33,239127
5466,61,221693
5467,57,261973
5468,29,226133
5469,57,165747
5470,65,315333
5471,82,188468
5472,6,204573
5473,63,157023
5474,57,229238
5475,77,186893
5476,28,168750
5477,58,237051
5478,59,250213
5479,0,212467
5480,45,322395
5481,63,222890
5482,58,338173
5483,38,160387
5484,38,138213
5485,36,426947
5486,32,320027
5487,42,228070
5488,83,209320
5489,73,161507
5490,55,152573
5491,0,246373
5492,66,171695
5493,29,172000
5494,46,260173
5495,19,177895
5496,11,182707
5497,0,209693
5498,60,223747
5499,0,258827
5500,47,215295
5501,30,342520
5502,64,235547
5503,79,259947
5504,26,233177
5505,2,189957
5506,42,168333
5507,0,260933
5508,56,214373
5509,32,135307
5510,64,150933
5511,65,198640
5512,58,208000
5513,2,284907
5514,69,274093
5515,0,229606
5516,3,189230
5517,25,213750
5518,59,168726
5519,73,280152
5520,31,197708
5521,43,209467
5522,70,215083
5523,25,270053
5524,66,503067
5525,75,249733
5526,52,413587
5527,64,274933
5528,69,270920
5529,0,221753
5530,31,273720
5531,54,358627
5532,1,183750
5533,32,205960
5534,65,204200
5535,29,220707
5536,58,268373
5537,58,334373
5538,22,360667
5539,30,202930
5540,5,191266
5541,53,201893
5542,41,218200
5543,69,214278
5544,62,239465
5545,58,227173
5546,61,189333
5547,70,241880
5548,54,100465
5549,49,212693
5550,6,191719
5551,73,256267
5552,0,224827
5553,31,205187
5554,0,220107
5555,59,191560
5556,46,240000
5557,9,220573
5558,73,213511
5559,41,217851
5560,1,269133
5561,4,259267
5562,76,248413
5563,73,182400
5564,46,191827
5565,59,260973
5566,47,171021
5567,39,129571
5568,8,222540
5569,69,274947
5570,80,220307
5571,69,231840
5572,72,276320
5573,65,250867
5574,1,200907
5575,0,227467
5576,69,222533
5577,41,221280
5578,70,223053
5579,81,248440
5580,44,223760
5581,72,233040
5582,0,189576
5583,86,136366
5584,59,182280
5585,2,284200
5586,50,220840
5587,59,217507
5588,3,226101
5589,68,351627
5590,95,194088
5591,72,231253
5592,63,151643
5593,14,308667
5594,39,330693
5595,34,297760
5596,0,205120
5597,39,191511
5598,73,214648
5599,0,213173
5600,11,249798
5601,68,190173
5602,18,242347
5603,0,230886
5604,41,192053
5605,83,217925
5606,69,158400
5607,1,289440
5608,5,215267
5609,37,156026
5610,61,257747
5611,7,206667
5612,54,354320
5613,0,281600
5614,67,356600
5615,49,270904
5616,0,340080
5617,54,137480
5618,61,228141
5619,35,185625
5620,46,153714
5621,57,303107
5622,0,236529
5623,55,219740
5624,81,198006
5625,42,331576
5626,0,198032
5627,79,183527
5628,62,121979
5629,70,231212
5630,38,210839
5631,26,254605
5632,0,249375
5633,51,324173
5634,0,204680
5635,36,229240
5636,0,229493
5637,69,193511
5638,62,138013
5639,35,231507
5640,83,215107
5641,0,206893
5642,50,234853
5643,76,239027
5644,55,180480
5645,1,199573
5646,32,226973
5647,57,270907
5648,70,393667
5649,61,234609
5650,73,200756
5651,31,228333
5652,50,152250
5653,0,295360
5654,43,311408
5655,70,217987
5656,69,272973
5657,44,212933
5658,67,271333
5659,51,227907
5660,0,227067
5661,48,203537
5662,44,220160
5663,45,194464
5664,59,273067
5665,58,187500
5666,47,257240
5667,87,163320
5668,0,208547
5669,48,181899
5670,71,153205
5671,72,223853
5672,14,244538
5673,0,277360
5674,69,362281
5675,63,245133
5676,14,265000
5677,56,339258
5678,53,381627
5679,37,171789
5680,68,379267
5681,58,211200
5682,53,302200
5683,37,220653
5684,0,250800
5685,21,231906
5686,0,258533
5687,55,290293
5688,14,300907
5689,42,234720
5690,45,262373
5691,0,182040
5692,1,211867
5693,69,212307
5694,60,276000
5695,68,207987
5696,20,243547
5697,71,218235
5698,40,150920
5699,72,243773
5700,56,210040
5701,52,141420
5702,51,183881
5703,62,231813
5704,50,230413
5705,77,259933
5706,18,183954
5707,53,323267
5708,51,253960
5709,30,144844
5710,37,222041
5711,6,242519
5712,47,297400
5713,5,197293
5714,79,174861
5715,62,214067
5716,33,178467
5717,42,214007
5718,55,278174
5719,36,203179
5720,69,251173
5721,46,270507
5722,1,292973
5723,5,192381
5724,12,226000
5725,52,244733
5726,37,399307
5727,4,373055
5728,15,142168
5729,27,201693
5730,65,185960
5731,61,252707
5732,15,270573
5733,1,311211
5734,0,269200
5735,46,242907
5736,67,246800
5737,14,220840
5738,41,297120
5739,26,177857
5740,0,225493
5741,41,156764
5742,74,200467
5743,68,128418
5744,69,234812
5745,1,207627
5746,41,234640
5747,47,203520
5748,49,211040
5749,10,171333
5750,40,435097
5751,53,268053
5752,54,276760
5753,38,272080
5754,73,235973
5755,14,266720
5756,8,180155
5757,59,196067
5758,64,278720
5759,52,222162
5760,47,243091
5761,30,292567
5762,35,221467
5763,58,257467
5764,51,228960
5765,39,429933
5766,70,232773
5767,75,266600
5768,63,188733
5769,23,269307
5770,78,188560
5771,71,210160
5772,52,260160
5773,43,296533
5774,0,243293
5775,50,163293
5776,57,193973
5777,57,225133
5778,30,184491
5779,53,212767
5780,41,157440
5781,9,220291
5782,67,114965
5783,0,232307
5784,15,366313
5785,43,264360
5786,63,123038
5787,63,186147
5788,34,229040
5789,58,141875
5790,55,278272
5791,67,223600
5792,46,222413
5793,0,241813
5794,1,249440
5795,48,257507
5796,1,262250
5797,85,180522
5798,45,75333
5799,70,218293
5800,35,264680
5801,77,162013
5802,84,203418
5803,80,235493
5804,45,157771
5805,36,360107
5806,35,90645
5807,0,227479
5808,70,234173
5809,75,207680
5810,7,230467
5811,35,238933
5812,80,306427
5813,8,214720
5814,36,198750
5815,49,192537
5816,60,219493
5817,69,209120
5818,55,105101
5819,33,181693
5820,51,206720
5821,69,172945
5822,63,177520
5823,0,274843
5824,59,265373
5825,76,245053
5826,51,217547
5827,37,247368
5828,46,242666
5829,38,386707
5830,43,188108
5831,57,208887
5832,1,228361
5833,0,215560
5834,58,291098
5835,61,186042
5836,48,365747
5837,27,211035
5838,62,177723
5839,51,150933
5840,60,218315
5841,49,128906
5842,0,312080
5843,71,206867
5844,72,154024
5845,0,212040
5846,2,353667
5847,17,199093
5848,1,200226
5849,51,195000
5850,0,275554
5851,57,199846
5852,66,289840
5853,69,230011
5854,57,283067
5855,50,189173
5856,40,246840
5857,16,233960
5858,25,218182
5859,40,239909
5860,64,244739
5861,49,194421
5862,75,337941
5863,43,213829
5864,24,230551
5865,64,162638
5866,69,187349
5867,24,240606
5868,47,169253
5869,63,162947
5870,64,66786
5871,0,329747
5872,42,303267
5873,46,181135
5874,33,175613
5875,20,150000
5876,86,213594
5877,2,286533
5878,66,288267
5879,2,237707
5880,57,195893
5881,68,202867
5882,39,164409
5883,50,195573
5884,46,281143
5885,68,215933
5886,51,174251
5887,9,484147
5888,80,229526
5889,8,180402
5890,20,151992
5891,18,291293
5892,34,203569
5893,56,144073
5894,63,150267
5895,44,163279
5896,51,226335
5897,17,297267
5898,76,192120
5899,30,207680
5900,74,210240
5901,11,305067
5902,54,201818
5903,0,221448
5904,9,208613
5905,51,244293
5906,0,205667
5907,46,232200
5908,0,222293
5909,66,127843
5910,27,170625
5911,9,226902
5912,5,203760
5913,76,245640
5914,56,194333
5915,5,359733
5916,6,253733
5917,1,169500
5918,28,311640
5919,66,196466
5920,60,183438
5921,88,208687
5922,5,234400
5923,0,372367
5924,74,423840
5925,55,352969
5926,0,275427
5927,57,157005
5928,1,257045
5929,22,300400
5930,59,187126
5931,62,249379
5932,0,297427
5933,64,298267
5934,62,234160
5935,18,186167
5936,16,198545
5937,62,183000
5938,59,195480
5939,0,202253
5940,9,179279
5941,49,255400
5942,55,228133
5943,44,206316
5944,1,207213
5945,7,252493
5946,79,158532
5947,70,214547
5948,62,243547
5949,57,226533
5950,15,288200
5951,20,259588
5952,46,227747
5953,28,195696
5954,65,191320
5955,74,178649
5956,46,223000
5957,32,299512
5958,23,318960
5959,54,183719
5960,68,222041
5961,0,253720
5962,67,250297
5963,38,235093
5964,27,178560
5965,0,183763
5966,43,239933
5967,18,228307
5968,30,130640
5969,78,160133
5970,52,301800
5971,67,260253
5972,4,207560
5973,50,206489
5974,1,244827
5975,54,236613
5976,62,345187
5977,62,201840
5978,0,371920
5979,73,248133
5980,0,198750
5981,8,289720
5982,53,298613
5983,32,176800
5984,30,337227
5985,0,154999
5986,0,292800
5987,63,212000
5988,38,178286
5989,54,259813
5990,59,211929
5991,47,202493
5992,49,248147
5993,71,248808
5994,12,190112
5995,0,359213
5996,71,196160
5997,41,305560
5998,1,327693
5999,63,236067
6000,2,225160
6001,12,212400
6002,5,192414
6003,54,261733
6004,48,297360
6005,40,180667
6006,78,198903
6007,50,258000
6008,44,315893
6009,48,184907
6010,40,243347
6011,53,145533
6012,62,243027
6013,2,293507
6014,46,308747
6015,38,138612
6016,59,216987
6017,68,183750
6018,30,172173
6019,44,279600
6020,31,369429
6021,78,167067
6022,64,191250
6023,45,232271
6024,37,334827
6025,62,233559
6026,79,192147
6027,32,168133
6028,35,336707
6029,0,229693
6030,15,367432
6031,54,289480
6032,0,258307
6033,59,228169
6034,1,318693
6035,31,191518
6036,77,296800
6037,44,272547
6038,55,189867
6039,54,173684
6040,22,177293
6041,68,248326
6042,35,253467
6043,0,207834
6044,68,212424
6045,57,204653
6046,37,137064
6047,11,264011
6048,79,244453
6049,51,265333
6050,34,284600
6051,66,261640
6052,70,211784
6053,48,214063
6054,31,204547
6055,62,199453
6056,0,185697
6057,58,208274
6058,65,208267
6059,40,217333
6060,47,269027
6061,67,241440
6062,4,228800
6063,29,231121
6064,72,267093
6065,0,329253
6066,11,373627
6067,75,200307
6068,46,159896
6069,62,184227
6070,7,349706
6071,2,201960
6072,37,190509
6073,55,233440
6074,3,318067
6075,60,283638
6076,0,225867
6077,45,222400
6078,47,205547
6079,53,293773
6080,72,263867
6081,34,263027
6082,24,298347
6083,61,213907
6084,14,289160
6085,46,243946
6086,60,260307
6087,19,245387
6088,25,281728
6089,40,255093
6090,46,307160
6091,53,151800
6092,0,281813
6093,0,333760
6094,42,275160
6095,0,213680
6096,5,255173
6097,62,199904
6098,75,207975
6099,45,244067
6100,58,291573
6101,74,283733
6102,64,231625
6103,40,405040
6104,74,260987
6105,48,267450
6106,19,312200
6107,66,181587
6108,35,186080
6109,49,171000
6110,57,264375
6111,45,176144
6112,65,237077
